peak.name,baseMean.de,padj.nc12.v.nc11,lfc.nc12.v.nc11,padj.nc13.v.nc12,lfc.nc13.v.nc12,padj.nc14.v.nc13,lfc.nc14.v.nc13,padj.lnc14.v.nc14,lfc.lnc14.v.nc14,intergenic,promoter,intron,exon,genomic.feature,open.at.NC11,open.at.NC12,open.at.NC13,open.at.NC14,open.at.LNC14,class
scaffold_1:43736679-43736795,18.64040845,0.8955,-0.1927,0.9293,0.09646,0.05119,0.8383,0.9812,0.04868,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:43737012-43737097,11.01451228,0.9553,0.1044,0.3194,-0.8084,0.01932,1.176,0.5406,0.6114,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,group.14
scaffold_1:43743504-43743736,36.79515837,0.7154,0.3684,0.3749,-0.5085,0.1144,0.5824,0.001486,1.404,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,TRUE,group.12
scaffold_1:43745193-43745315,16.77339287,0.4241,0.7925,0.04087,-1.123,0.06356,0.8069,0.5801,0.4918,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,FALSE,FALSE,group.14
scaffold_1:43760852-43761176,56.33596716,0.923,0.1015,0.8477,-0.1299,0.3566,0.3208,0.4668,-0.5104,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:43766863-43766989,30.32859454,0.9558,-0.08982,0.8086,-0.23,0.8183,0.136,0.8786,0.2616,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_1:43767110-43767328,65.28993659,0.9186,-0.1084,0.9982,-0.0014,0.9892,-0.005756,0.8108,0.258,FALSE,FALSE,FALSE,TRUE,exon,TRUE,FALSE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:43780636-43780763,22.55262831,0.4876,0.6282,0.8429,0.1516,0.1606,-0.5276,0.3468,-0.7,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43795735-43795922,67.90601898,0.8034,0.2436,0.512,0.3722,0.01374,-0.8246,0.9653,-0.07047,FALSE,TRUE,TRUE,TRUE,promoter,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:43806243-43806333,27.35995736,0.8368,0.2285,0.921,0.08258,0.579,0.2228,0.8346,0.2364,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43806666-43806878,54.46563706,0.727,0.255,0.3063,0.4111,1.54E-06,-1.17,0.4106,-0.4825,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,TRUE,TRUE,TRUE,FALSE,group.1
scaffold_1:43807043-43807477,115.5984002,0.3357,0.4769,0.3593,0.3159,4.27E-05,-0.8419,0.5954,-0.3028,FALSE,FALSE,TRUE,TRUE,exon and intron,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:43807575-43807791,52.21596963,0.9375,-0.0851,0.3742,0.4487,0.9762,0.01243,0.5423,-0.4532,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:43820133-43820428,115.4057744,0.7708,0.1868,0.3152,-0.3517,0.4251,0.2034,0.8818,0.1239,FALSE,FALSE,TRUE,TRUE,exon and intron,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:43820564-43820714,32.47103111,0.9075,0.1156,0.6889,-0.2277,0.5533,0.2062,0.9294,-0.1071,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:43820798-43820943,33.18895824,0.9496,0.07169,0.7838,-0.1779,0.5475,0.2228,0.3115,-0.639,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:43827335-43827440,20.93330121,0.9328,0.1007,0.7219,-0.2473,0.6279,-0.2106,0.9627,0.07258,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43834002-43834955,446.1270069,0.07382,0.6996,0.03416,0.5614,0.0964,-0.3566,0.3797,-0.4009,FALSE,FALSE,TRUE,TRUE,exon and intron,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:43851620-43851694,18.67909783,0.1045,1.508,0.8374,0.1898,0.1682,-0.635,0.9257,0.1663,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43852166-43852273,25.12042631,0.4545,0.7106,0.7133,0.2604,0.06252,0.6409,0.9682,0.05737,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_1:43862405-43862515,18.93983007,0.9653,0.05949,0.7912,-0.2078,0.7119,-0.1753,0.9579,0.0883,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43868839-43868921,11.37658227,0.6486,-0.6456,0.7678,0.3066,0.5748,0.3186,0.8474,0.3125,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43877041-43877196,29.72572232,0.7476,0.3403,0.4711,0.4439,0.4333,0.3038,0.8887,-0.1737,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_1:43878012-43878148,32.77430445,0.8311,0.2077,0.4529,0.409,0.3372,-0.3337,0.9472,0.08773,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_1:43880454-43880566,23.06538728,0.5884,0.7156,0.6858,0.3817,0.01315,-1.271,0.7575,0.4922,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,group.17
scaffold_1:43882093-43882211,30.5689873,0.8501,-0.1841,0.4427,-0.4039,0.1008,0.5316,0.8801,-0.1713,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:43882908-43882996,16.21617497,0.9941,0.01257,0.567,-0.4593,0.8838,-0.08998,0.851,0.3041,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43883124-43883218,13.80641157,0.7482,0.4295,0.9028,-0.1292,0.5901,-0.2903,0.8128,0.3437,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43884163-43884240,14.13347663,0.83,-0.2539,0.6786,-0.3252,0.07358,-0.8195,0.898,-0.2193,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43890714-43890891,25.22541124,0.4551,-0.7078,0.9839,-0.02109,0.3799,0.3796,0.9814,0.04687,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:43892483-43892587,14.94702286,0.8112,-0.3015,0.3916,-0.599,0.3962,0.4109,0.9937,0.01488,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43910894-43911287,81.06018009,0.3365,0.6409,0.009434,-0.9268,0.7604,-0.1157,0.65,-0.382,FALSE,FALSE,TRUE,FALSE,intron,FALSE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:43913045-43913137,23.40685968,0.9891,0.02125,0.6423,0.3532,0.0001196,-1.59,0.8605,-0.3012,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,group.1
scaffold_1:43921238-43921345,15.21315937,0.4325,-0.9356,0.7462,-0.3264,0.4231,0.4629,0.9841,0.05197,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43923084-43923168,22.92034011,0.8371,-0.2349,0.9602,0.04853,0.3143,-0.4328,0.9813,-0.04734,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43926345-43926451,21.30023458,0.8817,-0.17,0.4455,-0.4434,0.1179,-0.6045,0.8914,-0.2078,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43930963-43931117,29.61575297,0.003797,-1.944,0.2951,-0.6871,0.1685,0.6266,0.8115,-0.3614,FALSE,FALSE,FALSE,TRUE,exon,TRUE,FALSE,FALSE,TRUE,FALSE,group.5
scaffold_1:43940486-43940605,14.6621169,0.6486,-0.5931,0.7585,-0.3144,0.1563,0.7436,0.6787,0.5096,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43943006-43943111,28.73496474,0.5561,0.6232,0.724,0.2784,0.07713,-0.7504,0.887,-0.2273,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:43952493-43952578,11.7527692,0.8508,-0.2934,0.4931,-0.5736,0.8005,0.1606,0.9951,0.01404,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43955584-43955695,22.62328241,0.3562,-0.7389,0.6927,0.277,0.3459,-0.3755,0.8335,0.2464,FALSE,TRUE,FALSE,FALSE,promoter,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_1:43957452-43957594,21.22046882,0.3369,-0.9465,0.01298,-1.646,1.04E-06,2.407,0.3309,0.7915,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,TRUE,TRUE,group.15
scaffold_1:43984567-43984814,25.94677038,0.4476,-0.6339,0.7528,-0.2254,0.0006226,1.108,0.7694,0.2714,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,TRUE,group.15
scaffold_1:43992194-43992357,29.55842277,0.3597,-0.728,0.3051,-0.6122,0.06083,0.7249,0.6267,0.4288,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_1:44011238-44011313,11.41045912,0.9649,-0.07408,0.8949,0.1413,0.743,0.1764,0.9857,-0.03545,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:44016906-44017068,18.36439358,0.8777,-0.2055,0.2218,-0.827,0.403,0.4327,0.9897,0.02798,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:44023418-44023615,28.77360541,0.2341,-0.8979,0.3009,-0.6149,0.001204,1.158,0.09312,0.8952,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,TRUE,TRUE,group.4
scaffold_1:44024416-44024542,23.78881703,0.996,-0.008207,0.6554,0.3377,0.8863,0.07352,0.797,0.3185,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_1:44030752-44030911,18.94313525,0.964,-0.06517,0.7551,0.2349,0.4574,0.3002,0.8347,-0.2497,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:44033187-44033271,13.14623265,0.352,-1.059,0.9359,0.1115,0.004323,1.392,0.6884,0.4324,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,TRUE,group.15
scaffold_1:44033769-44033968,94.89669163,0.6309,0.3448,0.1061,0.5951,0.003597,-0.7542,0.8116,-0.222,TRUE,FALSE,FALSE,FALSE,intergenic,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:44037263-44037364,21.49496819,0.4403,0.6637,0.5911,0.3139,2.17E-08,-1.844,0.09473,-1.284,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,group.1
scaffold_1:44038869-44039119,121.1233405,0.9622,-0.04051,0.005209,0.7866,2.11E-12,-1.504,8.40E-07,-1.678,TRUE,FALSE,FALSE,FALSE,intergenic,TRUE,TRUE,TRUE,TRUE,FALSE,group.1
scaffold_1:44039681-44039866,41.43636906,0.5653,0.6651,0.9183,0.1073,0.1222,-0.7329,0.9845,-0.04592,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:44049494-44049736,78.25613941,0.8551,0.2437,0.5004,0.5045,0.6392,-0.2512,0.9846,-0.04388,FALSE,TRUE,FALSE,TRUE,promoter,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:44052868-44052989,23.63099263,0.9086,-0.1344,0.01012,-1.167,0.02281,-0.9554,0.7308,-0.4645,TRUE,FALSE,FALSE,FALSE,intergenic,TRUE,TRUE,FALSE,FALSE,FALSE,group.5
scaffold_1:44057956-44058147,23.81198539,0.9598,0.06901,0.9049,-0.1052,0.09387,0.62,0.9488,0.09485,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_1:44084365-44084444,18.13923131,0.8957,0.1608,0.5829,-0.3698,0.5196,-0.2901,0.8883,-0.2059,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:44090557-44090697,19.21237743,0.1342,-1.269,0.1834,-0.9346,0.02469,1.076,0.801,-0.3651,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,FALSE,FALSE,group.9
scaffold_1:44106008-44106172,43.20400489,0.9361,0.1073,0.8431,0.1682,0.08098,-0.7263,0.8147,0.3204,TRUE,FALSE,FALSE,FALSE,intergenic,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:44112717-44113004,40.43314046,0.4421,-0.6021,0.06948,-0.8601,0.2677,0.4313,0.3343,0.6574,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_1:44137706-44137861,18.37576304,0.716,-0.5424,0.8499,-0.1983,0.004838,1.294,0.2289,0.997,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,TRUE,group.8
scaffold_1:44151060-44151193,14.70418177,0.7367,-0.3947,0.3858,-0.5943,0.9699,-0.02259,0.477,-0.7473,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:44167639-44167853,45.92315925,0.1541,-0.901,0.8019,0.1574,0.008445,0.7587,0.652,0.343,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:44167982-44168081,28.50463445,0.9764,0.04473,0.5555,-0.4176,0.003643,1.123,0.3733,0.6841,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,TRUE,group.12
scaffold_1:44168687-44168933,86.66615172,0.2638,-0.6073,0.6867,-0.1919,0.02005,-0.608,0.9823,0.03127,FALSE,FALSE,TRUE,FALSE,intron,TRUE,TRUE,TRUE,TRUE,FALSE,not dynamic not in group
scaffold_1:44175977-44176267,182.6297703,0.1741,-0.8642,0.4236,-0.4132,0.0006606,1.04,0.6399,0.4038,FALSE,FALSE,TRUE,FALSE,intron,TRUE,TRUE,TRUE,TRUE,TRUE,group.15
scaffold_1:44176470-44176587,46.3290061,0.02414,-1.141,0.0185,-0.9106,0.2556,0.389,0.9938,0.0108,FALSE,FALSE,TRUE,FALSE,intron,TRUE,FALSE,FALSE,FALSE,FALSE,group.5
scaffold_1:44182534-44182678,27.77473513,0.1439,-1.127,0.9809,0.0251,0.02689,0.8473,0.9916,-0.01699,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:44186014-44186591,138.5721963,0.02747,-1.126,0.784,-0.1605,3.51E-05,1.13,0.5983,0.3893,FALSE,FALSE,TRUE,FALSE,intron,TRUE,FALSE,FALSE,TRUE,TRUE,group.15
scaffold_1:4419836-4420060,40.45173924,0.906,0.1327,0.7404,0.2193,0.5919,0.2089,0.8852,0.1755,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,FALSE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:44201549-44201701,13.47293864,0.4021,-1.179,0.942,-0.09935,0.00753,1.407,0.05451,1.492,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,FALSE,group.12
scaffold_1:44220868-44220978,12.66439075,0.9119,-0.1948,0.8414,-0.215,0.1482,0.7388,0.9951,-0.01264,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:44254042-44254127,11.86826096,0.1238,-1.527,0.4801,-0.5993,0.1795,0.7102,0.5071,0.7413,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:44276535-44276611,9.720667803,0.9859,0.03424,0.3901,-0.7646,0.01356,1.295,0.2491,-1.081,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,group.9
scaffold_1:44325769-44325898,28.81569895,0.6497,-0.3963,0.03157,-0.9875,0.5914,-0.2402,0.764,-0.3452,TRUE,FALSE,FALSE,FALSE,intergenic,TRUE,TRUE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:44326497-44326593,13.29197447,0.4815,-0.7778,0.2718,-0.8055,0.4959,-0.4025,0.5915,0.6608,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:44348493-44348724,27.1430685,0.5992,-0.475,0.4446,-0.4706,2.51E-05,1.382,0.8679,0.1785,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,FALSE,group.15
scaffold_1:44352841-44353050,32.92886573,0.9885,0.02658,0.01558,1.309,3.53E-10,1.831,0.7341,-0.2939,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,TRUE,group.8
scaffold_1:44353399-44353660,54.86563916,0.3772,-0.6109,0.01182,0.9233,0.8462,0.06883,0.492,-0.4475,TRUE,FALSE,FALSE,FALSE,intergenic,TRUE,FALSE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:44363160-44363278,14.90223822,0.9412,0.1355,0.7789,0.2871,0.4283,0.4242,0.5234,0.651,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:44369098-44369181,12.15441484,0.6396,-0.5619,0.9592,-0.0592,0.9585,-0.03236,0.6641,0.4868,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:44369379-44369458,12.34245365,0.7953,0.3756,0.9378,-0.09352,0.6271,-0.2917,0.938,-0.1578,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:44369636-44369745,16.07360548,0.92,-0.195,0.8152,-0.2858,0.3519,-0.6347,0.5168,-0.9811,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:44372035-44372161,20.0222406,0.8871,-0.1964,0.2944,-0.6833,0.0002577,1.41,0.1662,0.8612,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,TRUE,group.12
scaffold_1:44378829-44378988,31.76625323,0.19,-0.824,0.9386,-0.05756,0.6858,-0.1537,0.2989,-0.6668,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:44390750-44390858,19.34066132,0.8838,-0.1848,0.7684,0.2395,0.4096,0.349,0.9714,0.06011,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:44391425-44391579,18.91390843,0.5934,0.6752,0.2957,0.7283,0.2778,-0.5124,0.0373,-1.574,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,group.6
scaffold_1:44397031-44397235,92.31778467,0.9421,0.09252,0.3862,0.4918,0.01196,0.8617,0.9716,0.06225,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:44400164-44400653,180.5329011,0.4979,0.3167,2.13E-09,1.105,0.004057,-0.4885,0.00454,-0.7384,FALSE,TRUE,FALSE,FALSE,promoter,TRUE,TRUE,TRUE,TRUE,TRUE,group.6
scaffold_1:44400734-44400861,49.19758262,0.9654,-0.04636,0.05027,0.7559,0.7645,-0.1025,0.8304,-0.2021,FALSE,TRUE,FALSE,FALSE,promoter,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:44400996-44401241,220.9107369,0.4845,-0.2979,1.27E-07,0.9472,0.02493,-0.3755,0.7563,-0.1655,FALSE,TRUE,FALSE,TRUE,promoter,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:44401399-44401550,73.75469632,0.8034,0.206,0.001538,0.9936,0.3921,0.2385,0.5009,-0.3894,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:44408886-44409306,318.1664763,0.8717,0.09694,4.57E-05,0.8367,0.8751,-0.03831,0.6555,-0.2332,FALSE,FALSE,TRUE,FALSE,intron,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:44411290-44411615,103.6760077,0.8134,0.247,0.02982,0.9445,0.09144,0.5762,0.6416,-0.4251,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:44411956-44412154,75.88117253,0.6732,0.3505,0.7064,0.2093,0.1382,0.4476,0.8662,0.1777,FALSE,FALSE,TRUE,FALSE,intron,FALSE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:44413356-44413529,52.74531533,0.5461,-0.4376,0.8329,0.128,0.07433,-0.5337,0.6701,-0.3533,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:4441416-4441516,14.56178419,0.4937,-0.7394,0.5829,0.4371,0.472,-0.3513,0.8045,0.338,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:44417796-44417965,53.80831046,0.2538,-0.7069,0.8064,0.1449,0.6297,0.1641,0.5345,-0.4311,FALSE,FALSE,TRUE,FALSE,intron,TRUE,FALSE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:44418494-44418649,42.39221993,0.883,-0.1452,0.6363,0.2673,0.7286,0.1278,0.8883,-0.1588,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:44427185-44427334,41.42252175,0.9895,0.01661,0.6167,0.3174,0.03547,-0.7509,0.8405,-0.2535,FALSE,FALSE,FALSE,TRUE,exon,TRUE,FALSE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:44435326-44435507,21.48330626,0.3653,-1.034,0.1899,0.9242,0.0172,1.003,0.6134,-0.5579,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,FALSE,group.8
scaffold_1:44465349-44465426,8.906075924,0.5427,-0.9278,0.7513,-0.3748,0.0003313,1.857,0.4453,-0.8738,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,FALSE,group.9
scaffold_1:44478407-44478684,26.51606883,0.06448,-1.332,0.7522,-0.2521,0.0002784,1.317,0.4142,0.5959,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,FALSE,group.15
scaffold_1:44489174-44489469,42.91311684,0.4123,-0.8,0.8839,-0.1371,2.59E-08,2.013,0.2228,0.8271,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,TRUE,group.15
scaffold_1:44495884-44496207,30.41723436,0.9121,-0.1629,0.3018,-0.7187,0.002164,1.324,0.2346,0.9278,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,TRUE,group.14
scaffold_1:4455406-4455504,21.52857365,0.4577,0.7794,0.7412,0.266,0.1801,-0.5842,0.691,0.4455,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,FALSE,FALSE,FALSE,TRUE,not dynamic not in group
scaffold_1:44573220-44573294,13.78336232,0.3289,-0.9269,0.1948,-0.8525,0.4907,-0.3825,0.7392,0.4671,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:44608840-44608928,10.272823,0.4204,-0.9601,0.2184,-0.9526,0.09828,-1.027,0.7803,0.5533,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:4463203-4463441,53.80053437,0.5317,0.5678,0.7303,0.2404,8.43E-06,-1.573,0.9405,0.1256,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,TRUE,TRUE,TRUE,TRUE,group.3
scaffold_1:44637877-44638070,16.50142926,0.263,-0.9452,0.02835,-1.244,0.8626,0.1058,0.8754,0.2499,FALSE,TRUE,FALSE,FALSE,promoter,FALSE,FALSE,FALSE,FALSE,FALSE,group.13
scaffold_1:44661032-44661119,11.17153637,0.3804,-0.9455,0.8057,-0.2305,0.01354,-1.254,0.1129,1.346,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,group.13
scaffold_1:4467056-4467158,29.56503174,0.6039,0.6967,0.8529,0.2047,0.001112,-1.7,0.881,0.307,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,FALSE,TRUE,group.3
scaffold_1:44673628-44673780,13.37490618,0.6162,-0.6541,0.7978,0.2603,0.4589,0.392,0.6117,0.5545,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:44677608-44677690,12.37833285,0.7777,-0.4326,0.4031,-0.7101,0.2602,0.638,0.324,0.9533,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:44692261-44692389,15.65295077,0.96,-0.08349,0.77,-0.2644,0.09179,0.7567,0.8096,0.3227,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
